"Time","Goodput","Average Delay","# of consumers"
2022-11-15 00:51:07,19.826 Gb/s,79.951 ms,
2022-11-15 00:51:08,16.357 Gb/s,79.964 ms,
2022-11-15 00:51:09,17.753 Gb/s,80.011 ms,
2022-11-15 00:51:10,17.918 Gb/s,80.021 ms,11
2022-11-15 00:51:11,17.901 Gb/s,80.052 ms,
2022-11-15 00:51:12,16.959 Gb/s,80.005 ms,
2022-11-15 00:51:13,19.009 Gb/s,80.004 ms,
2022-11-15 00:51:14,18.651 Gb/s,79.964 ms,
2022-11-15 00:51:15,17.790 Gb/s,79.977 ms,
2022-11-15 00:51:16,19.442 Gb/s,80.051 ms,
2022-11-15 00:51:17,17.750 Gb/s,80.014 ms,
2022-11-15 00:51:18,19.777 Gb/s,79.960 ms,
2022-11-15 00:51:19,17.430 Gb/s,79.956 ms,
2022-11-15 00:51:20,19.954 Gb/s,79.992 ms,11
2022-11-15 00:51:21,18.094 Gb/s,80.082 ms,
2022-11-15 00:51:22,21.100 Gb/s,80.015 ms,
2022-11-15 00:51:23,16.668 Gb/s,79.877 ms,
2022-11-15 00:51:24,17.047 Gb/s,79.933 ms,
2022-11-15 00:51:25,20.185 Gb/s,79.974 ms,
2022-11-15 00:51:26,21.032 Gb/s,80.105 ms,
2022-11-15 00:51:27,19.910 Gb/s,80.078 ms,
2022-11-15 00:51:28,15.700 Gb/s,79.831 ms,
2022-11-15 00:51:29,17.443 Gb/s,79.851 ms,
2022-11-15 00:51:30,19.613 Gb/s,79.935 ms,11
2022-11-15 00:51:31,16.767 Gb/s,80.156 ms,
2022-11-15 00:51:32,21.445 Gb/s,80.181 ms,
2022-11-15 00:51:33,15.365 Gb/s,79.963 ms,
2022-11-15 00:51:34,18.592 Gb/s,79.896 ms,
2022-11-15 00:51:35,17.444 Gb/s,80.089 ms,
2022-11-15 00:51:36,22.891 Gb/s,80.115 ms,
2022-11-15 00:51:37,18.963 Gb/s,80.141 ms,
2022-11-15 00:51:38,19.254 Gb/s,80.138 ms,
2022-11-15 00:51:39,20.908 Gb/s,79.955 ms,
2022-11-15 00:51:40,19.142 Gb/s,80.040 ms,11
2022-11-15 00:51:41,22.234 Gb/s,80.050 ms,
2022-11-15 00:51:42,18.527 Gb/s,80.141 ms,
2022-11-15 00:51:43,16.117 Gb/s,80.039 ms,
2022-11-15 00:51:44,17.006 Gb/s,80.072 ms,
2022-11-15 00:51:45,19.176 Gb/s,79.931 ms,
2022-11-15 00:51:46,20.205 Gb/s,79.992 ms,
2022-11-15 00:51:47,20.338 Gb/s,80.198 ms,
2022-11-15 00:51:48,13.936 Gb/s,80.362 ms,
2022-11-15 00:51:49,14.313 Gb/s,80.035 ms,
2022-11-15 00:51:50,19.543 Gb/s,79.835 ms,11
2022-11-15 00:51:51,19.479 Gb/s,80.074 ms,
2022-11-15 00:51:52,21.092 Gb/s,80.091 ms,
2022-11-15 00:51:53,17.742 Gb/s,80.336 ms,
2022-11-15 00:51:54,15.358 Gb/s,80.074 ms,
2022-11-15 00:51:55,17.488 Gb/s,79.846 ms,
2022-11-15 00:51:56,15.754 Gb/s,80.030 ms,
2022-11-15 00:51:57,22.387 Gb/s,80.071 ms,
2022-11-15 00:51:58,18.149 Gb/s,80.414 ms,
2022-11-15 00:51:59,16.029 Gb/s,80.107 ms,
2022-11-15 00:52:00,17.499 Gb/s,79.933 ms,11
2022-11-15 00:52:01,17.635 Gb/s,79.991 ms,
2022-11-15 00:52:02,20.855 Gb/s,80.073 ms,
2022-11-15 00:52:03,19.356 Gb/s,80.174 ms,
2022-11-15 00:52:04,17.567 Gb/s,80.049 ms,
2022-11-15 00:52:05,19.090 Gb/s,79.834 ms,
2022-11-15 00:52:06,20.417 Gb/s,79.843 ms,
2022-11-15 00:52:07,19.705 Gb/s,79.964 ms,
2022-11-15 00:52:08,19.639 Gb/s,80.218 ms,
2022-11-15 00:52:09,19.457 Gb/s,79.987 ms,
2022-11-15 00:52:10,20.320 Gb/s,79.956 ms,11
2022-11-15 00:52:11,21.168 Gb/s,79.787 ms,
2022-11-15 00:52:12,19.322 Gb/s,79.996 ms,
2022-11-15 00:52:13,15.162 Gb/s,80.151 ms,
2022-11-15 00:52:14,16.851 Gb/s,79.956 ms,
2022-11-15 00:52:15,18.960 Gb/s,79.973 ms,
2022-11-15 00:52:16,21.795 Gb/s,79.885 ms,
2022-11-15 00:52:17,17.491 Gb/s,79.991 ms,
2022-11-15 00:52:18,17.724 Gb/s,80.173 ms,
2022-11-15 00:52:19,17.029 Gb/s,79.927 ms,
2022-11-15 00:52:20,20.216 Gb/s,79.889 ms,11
2022-11-15 00:52:21,20.011 Gb/s,79.866 ms,
2022-11-15 00:52:22,16.043 Gb/s,79.904 ms,
2022-11-15 00:52:23,14.961 Gb/s,79.973 ms,
2022-11-15 00:52:24,17.552 Gb/s,79.903 ms,
2022-11-15 00:52:25,21.057 Gb/s,79.886 ms,
2022-11-15 00:52:26,20.346 Gb/s,79.902 ms,
2022-11-15 00:52:27,10.262 Gb/s,79.877 ms,
2022-11-15 00:52:40,,,4
2022-11-15 00:52:44,1.361 Gb/s,76.163 ms,
2022-11-15 00:52:45,8.825 Gb/s,82.012 ms,
2022-11-15 00:52:46,10.485 Gb/s,79.503 ms,
2022-11-15 00:52:47,10.153 Gb/s,78.705 ms,
2022-11-15 00:52:48,3.178 Gb/s,79.108 ms,
2022-11-15 00:52:49,9.464 Gb/s,77.924 ms,
2022-11-15 00:52:50,9.120 Gb/s,77.916 ms,4
2022-11-15 00:52:51,11.742 Gb/s,77.490 ms,
2022-11-15 00:52:52,5.152 Gb/s,77.356 ms,
2022-11-15 00:52:53,5.395 Gb/s,77.335 ms,
2022-11-15 00:52:54,8.325 Gb/s,77.191 ms,
2022-11-15 00:52:55,9.742 Gb/s,77.235 ms,
2022-11-15 00:52:56,7.581 Gb/s,77.235 ms,
2022-11-15 00:52:57,8.579 Gb/s,76.879 ms,
2022-11-15 00:52:58,7.268 Gb/s,76.965 ms,
2022-11-15 00:52:59,7.984 Gb/s,76.968 ms,
2022-11-15 00:53:00,8.155 Gb/s,76.979 ms,4
2022-11-15 00:53:01,10.085 Gb/s,76.839 ms,
2022-11-15 00:53:02,9.742 Gb/s,76.847 ms,
2022-11-15 00:53:03,8.011 Gb/s,77.066 ms,
2022-11-15 00:53:04,8.551 Gb/s,77.235 ms,
2022-11-15 00:53:05,8.753 Gb/s,77.107 ms,
2022-11-15 00:53:06,8.690 Gb/s,77.318 ms,
2022-11-15 00:53:07,6.715 Gb/s,77.640 ms,
2022-11-15 00:53:08,7.781 Gb/s,77.544 ms,
2022-11-15 00:53:09,8.801 Gb/s,77.316 ms,
2022-11-15 00:53:10,9.500 Gb/s,77.436 ms,4
2022-11-15 00:53:11,7.073 Gb/s,77.682 ms,
2022-11-15 00:53:12,4.760 Gb/s,77.461 ms,
2022-11-15 00:53:13,7.542 Gb/s,77.481 ms,
2022-11-15 00:53:14,10.146 Gb/s,77.387 ms,
2022-11-15 00:53:15,8.047 Gb/s,77.668 ms,
2022-11-15 00:53:16,7.317 Gb/s,77.452 ms,
2022-11-15 00:53:17,6.445 Gb/s,77.476 ms,
2022-11-15 00:53:18,8.789 Gb/s,77.368 ms,
2022-11-15 00:53:19,6.379 Gb/s,77.398 ms,
2022-11-15 00:53:20,8.770 Gb/s,77.538 ms,4
2022-11-15 00:53:21,7.324 Gb/s,77.527 ms,
2022-11-15 00:53:22,8.017 Gb/s,77.491 ms,
2022-11-15 00:53:23,10.547 Gb/s,77.478 ms,
2022-11-15 00:53:24,8.196 Gb/s,77.346 ms,
2022-11-15 00:53:25,7.070 Gb/s,77.477 ms,
2022-11-15 00:53:26,6.100 Gb/s,77.423 ms,
2022-11-15 00:53:27,10.062 Gb/s,77.464 ms,
2022-11-15 00:53:28,9.524 Gb/s,77.382 ms,
2022-11-15 00:53:29,8.738 Gb/s,77.568 ms,
2022-11-15 00:53:30,5.559 Gb/s,77.665 ms,4
2022-11-15 00:53:31,9.603 Gb/s,77.444 ms,
2022-11-15 00:53:32,8.725 Gb/s,77.421 ms,
2022-11-15 00:53:33,6.279 Gb/s,77.306 ms,
2022-11-15 00:53:34,6.671 Gb/s,77.653 ms,
2022-11-15 00:53:35,8.417 Gb/s,77.344 ms,
2022-11-15 00:53:36,8.627 Gb/s,77.431 ms,
2022-11-15 00:53:37,8.017 Gb/s,77.368 ms,
2022-11-15 00:53:38,7.674 Gb/s,77.711 ms,
2022-11-15 00:53:39,1.619 Gb/s,77.716 ms,
2022-11-15 00:55:30,,,1
2022-11-15 00:55:34,1.643 Gb/s,78.271 ms,
2022-11-15 00:55:35,3.275 Gb/s,82.135 ms,
2022-11-15 00:55:36,2.717 Gb/s,83.538 ms,
2022-11-15 00:55:37,3.276 Gb/s,82.859 ms,
2022-11-15 00:55:38,2.899 Gb/s,83.165 ms,
2022-11-15 00:55:39,3.079 Gb/s,84.300 ms,
2022-11-15 00:55:40,2.692 Gb/s,84.259 ms,1
2022-11-15 00:55:41,3.120 Gb/s,84.033 ms,
2022-11-15 00:55:42,2.254 Gb/s,84.030 ms,
2022-11-15 00:56:00,,,16
2022-11-15 00:56:08,5.875 Gb/s,97.753 ms,
2022-11-15 00:56:09,12.593 Gb/s,91.604 ms,
2022-11-15 00:56:10,15.363 Gb/s,86.196 ms,16
2022-11-15 00:56:11,16.957 Gb/s,84.257 ms,
2022-11-15 00:56:12,15.063 Gb/s,83.245 ms,
2022-11-15 00:56:13,16.690 Gb/s,82.631 ms,
2022-11-15 00:56:14,15.022 Gb/s,82.363 ms,
2022-11-15 00:56:15,14.109 Gb/s,82.320 ms,
2022-11-15 00:56:16,14.491 Gb/s,82.409 ms,
2022-11-15 00:56:17,9.476 Gb/s,82.259 ms,
2022-11-15 00:56:18,7.925 Gb/s,82.456 ms,
2022-11-15 00:56:19,8.509 Gb/s,82.532 ms,
2022-11-15 00:56:20,12.997 Gb/s,82.497 ms,16
2022-11-15 00:56:21,17.516 Gb/s,82.570 ms,
2022-11-15 00:56:22,18.041 Gb/s,82.548 ms,
2022-11-15 00:56:23,18.771 Gb/s,82.438 ms,
2022-11-15 00:56:24,19.097 Gb/s,82.008 ms,
2022-11-15 00:56:25,17.648 Gb/s,81.860 ms,
2022-11-15 00:56:26,13.570 Gb/s,81.657 ms,
2022-11-15 00:56:27,6.955 Gb/s,81.468 ms,
2022-11-15 00:56:28,8.372 Gb/s,81.679 ms,
2022-11-15 00:56:29,12.471 Gb/s,81.802 ms,
2022-11-15 00:56:30,17.145 Gb/s,81.767 ms,16
2022-11-15 00:56:31,15.973 Gb/s,81.597 ms,
2022-11-15 00:56:32,16.538 Gb/s,81.543 ms,
2022-11-15 00:56:33,17.708 Gb/s,81.564 ms,
2022-11-15 00:56:34,18.386 Gb/s,81.495 ms,
2022-11-15 00:56:35,16.798 Gb/s,81.468 ms,
2022-11-15 00:56:36,10.719 Gb/s,81.391 ms,
2022-11-15 00:56:37,8.028 Gb/s,81.415 ms,
2022-11-15 00:56:38,11.839 Gb/s,81.508 ms,
2022-11-15 00:56:39,14.407 Gb/s,81.546 ms,
2022-11-15 00:56:40,16.824 Gb/s,81.511 ms,16
2022-11-15 00:56:41,17.166 Gb/s,81.506 ms,
2022-11-15 00:56:42,18.109 Gb/s,81.516 ms,
2022-11-15 00:56:43,16.743 Gb/s,81.535 ms,
2022-11-15 00:56:44,14.349 Gb/s,81.657 ms,
2022-11-15 00:56:45,16.543 Gb/s,81.593 ms,
2022-11-15 00:56:46,4.334 Gb/s,81.434 ms,
2022-11-15 00:56:47,9.531 Gb/s,81.705 ms,
2022-11-15 00:56:48,12.138 Gb/s,81.596 ms,
2022-11-15 00:56:49,16.773 Gb/s,81.645 ms,
2022-11-15 00:56:50,18.566 Gb/s,81.665 ms,16
2022-11-15 00:56:51,19.185 Gb/s,81.679 ms,
2022-11-15 00:56:52,19.660 Gb/s,81.559 ms,
2022-11-15 00:56:53,16.452 Gb/s,81.458 ms,
2022-11-15 00:56:54,18.019 Gb/s,81.457 ms,
2022-11-15 00:56:55,7.625 Gb/s,81.350 ms,
2022-11-15 00:56:56,9.706 Gb/s,81.349 ms,
2022-11-15 00:56:57,12.205 Gb/s,81.498 ms,
2022-11-15 00:56:58,16.032 Gb/s,81.569 ms,
2022-11-15 00:56:59,17.548 Gb/s,81.577 ms,
2022-11-15 00:57:00,17.532 Gb/s,81.517 ms,16
2022-11-15 00:57:01,20.204 Gb/s,81.479 ms,
2022-11-15 00:57:02,16.280 Gb/s,81.576 ms,
2022-11-15 00:57:03,16.591 Gb/s,81.500 ms,
2022-11-15 00:57:04,9.355 Gb/s,81.604 ms,
2022-11-15 00:57:05,6.356 Gb/s,81.424 ms,
2022-11-15 00:57:06,11.366 Gb/s,81.604 ms,
2022-11-15 00:57:07,15.135 Gb/s,81.637 ms,
2022-11-15 00:57:08,16.556 Gb/s,81.604 ms,
2022-11-15 00:57:09,17.571 Gb/s,81.572 ms,
2022-11-15 00:57:10,18.861 Gb/s,81.495 ms,16
2022-11-15 00:57:11,17.794 Gb/s,81.395 ms,
2022-11-15 00:57:12,18.429 Gb/s,81.375 ms,
2022-11-15 00:57:13,13.221 Gb/s,81.369 ms,
2022-11-15 00:57:14,3.843 Gb/s,81.421 ms,
2022-11-15 00:57:15,10.458 Gb/s,81.300 ms,
2022-11-15 00:57:16,14.551 Gb/s,81.535 ms,
2022-11-15 00:57:17,15.570 Gb/s,81.560 ms,
2022-11-15 00:57:18,13.430 Gb/s,81.568 ms,
2022-11-15 00:57:19,15.019 Gb/s,81.575 ms,
2022-11-15 00:57:20,17.279 Gb/s,81.513 ms,16
2022-11-15 00:57:21,16.795 Gb/s,81.517 ms,
2022-11-15 00:57:22,15.004 Gb/s,81.535 ms,
2022-11-15 00:57:23,13.640 Gb/s,81.613 ms,
2022-11-15 00:57:24,5.196 Gb/s,81.820 ms,
2022-11-15 00:57:25,8.332 Gb/s,81.498 ms,
2022-11-15 00:57:26,12.686 Gb/s,81.738 ms,
2022-11-15 00:57:27,16.756 Gb/s,81.736 ms,
2022-11-15 00:57:28,18.300 Gb/s,81.512 ms,
2022-11-15 00:57:29,19.643 Gb/s,81.431 ms,
2022-11-15 00:57:30,18.858 Gb/s,81.393 ms,15
2022-11-15 00:57:31,17.654 Gb/s,81.358 ms,
2022-11-15 00:57:32,13.413 Gb/s,81.309 ms,
2022-11-15 00:57:33,5.881 Gb/s,81.229 ms,
2022-11-15 00:57:34,9.381 Gb/s,81.348 ms,
2022-11-15 00:57:35,12.791 Gb/s,81.344 ms,
2022-11-15 00:57:36,18.002 Gb/s,81.432 ms,
2022-11-15 00:57:37,17.161 Gb/s,81.409 ms,
2022-11-15 00:57:38,18.075 Gb/s,81.355 ms,
2022-11-15 00:57:39,13.968 Gb/s,81.374 ms,
2022-11-15 00:57:40,16.022 Gb/s,81.346 ms,15
2022-11-15 00:57:41,17.129 Gb/s,81.249 ms,
2022-11-15 00:57:42,5.526 Gb/s,81.067 ms,
2022-11-15 00:57:43,5.706 Gb/s,81.036 ms,
2022-11-15 00:57:44,11.498 Gb/s,81.148 ms,
2022-11-15 00:57:45,13.332 Gb/s,81.264 ms,
2022-11-15 00:57:46,16.547 Gb/s,81.256 ms,
2022-11-15 00:57:47,16.501 Gb/s,81.216 ms,
2022-11-15 00:57:48,18.185 Gb/s,81.245 ms,
2022-11-15 00:57:49,17.782 Gb/s,81.230 ms,
2022-11-15 00:57:50,14.077 Gb/s,81.274 ms,15
2022-11-15 00:57:51,12.890 Gb/s,81.201 ms,
2022-11-15 00:57:52,9.932 Gb/s,81.063 ms,
2022-11-15 00:57:53,11.222 Gb/s,81.136 ms,
2022-11-15 00:57:54,14.080 Gb/s,81.129 ms,
2022-11-15 00:57:55,15.550 Gb/s,81.169 ms,
2022-11-15 00:57:56,15.023 Gb/s,81.163 ms,
2022-11-15 00:57:57,15.229 Gb/s,81.191 ms,
2022-11-15 00:57:58,16.849 Gb/s,81.201 ms,
2022-11-15 00:57:59,18.235 Gb/s,81.281 ms,
2022-11-15 00:58:00,11.448 Gb/s,81.414 ms,15
2022-11-15 00:58:01,9.292 Gb/s,81.031 ms,
2022-11-15 00:58:02,13.261 Gb/s,81.069 ms,
2022-11-15 00:58:03,16.936 Gb/s,81.171 ms,
2022-11-15 00:58:04,17.379 Gb/s,81.165 ms,
2022-11-15 00:58:05,16.779 Gb/s,81.200 ms,
2022-11-15 00:58:06,19.739 Gb/s,81.158 ms,
2022-11-15 00:58:07,16.429 Gb/s,81.123 ms,
2022-11-15 00:58:08,14.881 Gb/s,81.129 ms,
2022-11-15 00:58:09,11.272 Gb/s,81.331 ms,
2022-11-15 00:58:10,9.479 Gb/s,81.048 ms,15
2022-11-15 00:58:11,11.728 Gb/s,81.006 ms,
2022-11-15 00:58:12,12.453 Gb/s,81.137 ms,
2022-11-15 00:58:13,16.388 Gb/s,81.194 ms,
2022-11-15 00:58:14,17.021 Gb/s,81.135 ms,
2022-11-15 00:58:15,18.398 Gb/s,81.144 ms,
2022-11-15 00:58:16,18.209 Gb/s,81.153 ms,
2022-11-15 00:58:17,16.834 Gb/s,81.219 ms,
2022-11-15 00:58:18,12.985 Gb/s,81.282 ms,
2022-11-15 00:58:19,13.345 Gb/s,81.013 ms,
2022-11-15 00:58:20,14.900 Gb/s,81.007 ms,15
2022-11-15 00:58:21,17.271 Gb/s,81.047 ms,
2022-11-15 00:58:22,17.199 Gb/s,81.054 ms,
2022-11-15 00:58:23,17.323 Gb/s,81.097 ms,
2022-11-15 00:58:24,19.491 Gb/s,81.142 ms,
2022-11-15 00:58:25,15.160 Gb/s,81.266 ms,
2022-11-15 00:58:26,12.137 Gb/s,81.203 ms,
2022-11-15 00:58:27,13.151 Gb/s,81.182 ms,
2022-11-15 00:58:28,13.317 Gb/s,81.077 ms,
2022-11-15 00:58:29,14.066 Gb/s,81.031 ms,
2022-11-15 00:58:30,14.151 Gb/s,81.097 ms,15
2022-11-15 00:58:31,19.199 Gb/s,81.112 ms,
2022-11-15 00:58:32,15.043 Gb/s,81.147 ms,
2022-11-15 00:58:33,16.540 Gb/s,81.175 ms,
2022-11-15 00:58:34,17.606 Gb/s,81.230 ms,
2022-11-15 00:58:35,14.618 Gb/s,81.113 ms,
2022-11-15 00:58:36,13.062 Gb/s,81.009 ms,
2022-11-15 00:58:37,15.259 Gb/s,81.000 ms,
2022-11-15 00:58:38,13.891 Gb/s,81.000 ms,
2022-11-15 00:58:39,17.473 Gb/s,81.058 ms,
2022-11-15 00:58:40,19.023 Gb/s,81.066 ms,15
2022-11-15 00:58:41,15.936 Gb/s,81.111 ms,
2022-11-15 00:58:42,12.757 Gb/s,81.096 ms,
2022-11-15 00:58:43,11.255 Gb/s,81.062 ms,
2022-11-15 00:58:44,13.041 Gb/s,81.084 ms,
2022-11-15 00:58:45,13.902 Gb/s,81.091 ms,
2022-11-15 00:58:46,13.784 Gb/s,81.015 ms,
2022-11-15 00:58:47,13.901 Gb/s,81.006 ms,
2022-11-15 00:58:48,16.092 Gb/s,81.071 ms,
2022-11-15 00:58:49,16.602 Gb/s,81.070 ms,
2022-11-15 00:58:50,16.567 Gb/s,81.082 ms,15
2022-11-15 00:58:51,15.594 Gb/s,81.101 ms,
2022-11-15 00:58:52,14.525 Gb/s,81.112 ms,
2022-11-15 00:58:53,15.359 Gb/s,81.095 ms,
2022-11-15 00:58:54,14.332 Gb/s,81.019 ms,
2022-11-15 00:58:55,14.780 Gb/s,81.048 ms,
2022-11-15 00:58:56,16.055 Gb/s,81.040 ms,
2022-11-15 00:58:57,17.112 Gb/s,81.095 ms,
2022-11-15 00:58:58,14.206 Gb/s,81.116 ms,
2022-11-15 00:58:59,15.600 Gb/s,81.086 ms,
2022-11-15 00:59:00,16.446 Gb/s,81.144 ms,15
2022-11-15 00:59:01,14.832 Gb/s,81.015 ms,
2022-11-15 00:59:02,12.607 Gb/s,81.003 ms,
2022-11-15 00:59:03,14.705 Gb/s,81.027 ms,
2022-11-15 00:59:04,14.269 Gb/s,81.076 ms,
2022-11-15 00:59:05,18.487 Gb/s,81.057 ms,
2022-11-15 00:59:06,18.387 Gb/s,81.091 ms,
2022-11-15 00:59:07,17.902 Gb/s,81.084 ms,
2022-11-15 00:59:08,15.448 Gb/s,81.126 ms,
2022-11-15 00:59:09,12.470 Gb/s,81.060 ms,
2022-11-15 00:59:10,14.148 Gb/s,81.011 ms,15
2022-11-15 00:59:11,12.485 Gb/s,81.001 ms,
2022-11-15 00:59:12,13.733 Gb/s,81.006 ms,
2022-11-15 00:59:13,15.612 Gb/s,81.061 ms,
2022-11-15 00:59:14,17.081 Gb/s,81.071 ms,
2022-11-15 00:59:15,18.603 Gb/s,81.075 ms,
2022-11-15 00:59:16,16.585 Gb/s,81.120 ms,
2022-11-15 00:59:17,14.863 Gb/s,81.122 ms,
2022-11-15 00:59:18,12.754 Gb/s,81.071 ms,
2022-11-15 00:59:19,9.554 Gb/s,81.023 ms,
2022-11-15 00:59:20,11.453 Gb/s,81.000 ms,15
2022-11-15 00:59:21,16.813 Gb/s,81.059 ms,
2022-11-15 00:59:22,17.486 Gb/s,81.067 ms,
2022-11-15 00:59:23,17.612 Gb/s,81.058 ms,
2022-11-15 00:59:24,17.699 Gb/s,81.090 ms,
2022-11-15 00:59:25,15.303 Gb/s,81.090 ms,
2022-11-15 00:59:26,16.093 Gb/s,81.113 ms,
2022-11-15 00:59:27,12.553 Gb/s,81.039 ms,
2022-11-15 00:59:28,13.989 Gb/s,81.005 ms,
2022-11-15 00:59:29,15.494 Gb/s,81.058 ms,
2022-11-15 00:59:30,18.044 Gb/s,81.076 ms,15
2022-11-15 00:59:31,18.675 Gb/s,81.059 ms,
2022-11-15 00:59:32,15.787 Gb/s,81.103 ms,
2022-11-15 00:59:33,15.535 Gb/s,81.046 ms,
2022-11-15 00:59:34,12.784 Gb/s,81.000 ms,
2022-11-15 00:59:35,13.081 Gb/s,81.000 ms,
2022-11-15 00:59:36,13.971 Gb/s,81.000 ms,
2022-11-15 00:59:37,13.086 Gb/s,81.035 ms,
2022-11-15 00:59:38,15.401 Gb/s,81.072 ms,
2022-11-15 00:59:39,16.047 Gb/s,81.044 ms,
2022-11-15 00:59:40,15.023 Gb/s,81.000 ms,14
2022-11-15 00:59:41,15.779 Gb/s,81.000 ms,
2022-11-15 00:59:42,14.274 Gb/s,81.000 ms,
2022-11-15 00:59:43,11.304 Gb/s,80.982 ms,
2022-11-15 00:59:44,12.296 Gb/s,80.948 ms,
2022-11-15 00:59:45,15.262 Gb/s,80.955 ms,
2022-11-15 00:59:46,18.199 Gb/s,80.937 ms,
2022-11-15 00:59:47,16.411 Gb/s,80.910 ms,
2022-11-15 00:59:48,18.201 Gb/s,80.889 ms,
2022-11-15 00:59:49,18.393 Gb/s,80.932 ms,
2022-11-15 00:59:50,13.929 Gb/s,80.990 ms,14
2022-11-15 00:59:51,13.563 Gb/s,80.935 ms,
2022-11-15 00:59:52,17.584 Gb/s,80.910 ms,
2022-11-15 00:59:53,15.825 Gb/s,80.936 ms,
2022-11-15 00:59:54,16.278 Gb/s,80.960 ms,
2022-11-15 00:59:55,14.650 Gb/s,80.837 ms,
2022-11-15 00:59:56,13.585 Gb/s,80.868 ms,
2022-11-15 00:59:57,13.377 Gb/s,80.980 ms,
2022-11-15 00:59:58,11.675 Gb/s,80.960 ms,
2022-11-15 00:59:59,13.550 Gb/s,80.920 ms,
2022-11-15 01:00:00,15.046 Gb/s,80.891 ms,14
2022-11-15 01:00:01,18.975 Gb/s,80.919 ms,
2022-11-15 01:00:02,16.867 Gb/s,80.908 ms,
2022-11-15 01:00:03,18.649 Gb/s,80.921 ms,
2022-11-15 01:00:04,15.989 Gb/s,80.957 ms,
2022-11-15 01:00:05,13.675 Gb/s,80.993 ms,
2022-11-15 01:00:06,9.784 Gb/s,80.991 ms,
2022-11-15 01:00:07,15.853 Gb/s,80.920 ms,
2022-11-15 01:00:08,21.013 Gb/s,80.929 ms,
2022-11-15 01:00:09,18.626 Gb/s,80.912 ms,
2022-11-15 01:00:10,10.649 Gb/s,80.949 ms,12
2022-11-15 01:00:20,,,16
2022-11-15 01:00:29,5.448 Gb/s,93.882 ms,
2022-11-15 01:00:30,11.954 Gb/s,97.286 ms,16
2022-11-15 01:00:31,15.924 Gb/s,101.290 ms,
2022-11-15 01:00:32,18.839 Gb/s,93.976 ms,
2022-11-15 01:00:33,19.856 Gb/s,90.494 ms,
2022-11-15 01:00:34,17.146 Gb/s,89.061 ms,
2022-11-15 01:00:35,14.170 Gb/s,88.056 ms,
2022-11-15 01:00:36,12.510 Gb/s,86.707 ms,
2022-11-15 01:00:37,7.084 Gb/s,86.211 ms,
2022-11-15 01:00:38,17.070 Gb/s,85.157 ms,
2022-11-15 01:00:39,18.870 Gb/s,83.974 ms,
2022-11-15 01:00:40,17.866 Gb/s,82.930 ms,8
2022-11-15 01:00:41,10.669 Gb/s,82.404 ms,
2022-11-15 01:00:42,13.199 Gb/s,82.134 ms,
2022-11-15 01:00:43,18.755 Gb/s,82.038 ms,
2022-11-15 01:00:44,18.577 Gb/s,81.743 ms,
2022-11-15 01:00:45,14.336 Gb/s,81.532 ms,
2022-11-15 01:00:46,11.975 Gb/s,80.962 ms,
2022-11-15 01:00:47,14.930 Gb/s,80.946 ms,
2022-11-15 01:00:48,18.095 Gb/s,80.948 ms,
2022-11-15 01:00:49,16.965 Gb/s,80.936 ms,
2022-11-15 01:00:50,14.511 Gb/s,80.478 ms,8
2022-11-15 01:00:51,16.859 Gb/s,80.416 ms,
2022-11-15 01:00:52,16.300 Gb/s,80.338 ms,
2022-11-15 01:00:53,17.494 Gb/s,80.432 ms,
2022-11-15 01:00:54,12.198 Gb/s,80.320 ms,
2022-11-15 01:00:55,16.067 Gb/s,80.183 ms,
2022-11-15 01:00:56,16.935 Gb/s,80.309 ms,
2022-11-15 01:00:57,15.337 Gb/s,80.484 ms,
2022-11-15 01:00:58,14.477 Gb/s,80.070 ms,
2022-11-15 01:00:59,15.143 Gb/s,80.169 ms,
2022-11-15 01:01:00,17.098 Gb/s,79.974 ms,8
2022-11-15 01:01:01,15.562 Gb/s,79.835 ms,
2022-11-15 01:01:02,15.487 Gb/s,79.836 ms,
2022-11-15 01:01:03,13.755 Gb/s,79.925 ms,
2022-11-15 01:01:04,16.190 Gb/s,79.872 ms,
2022-11-15 01:01:05,15.618 Gb/s,79.586 ms,
2022-11-15 01:01:06,15.922 Gb/s,79.830 ms,
2022-11-15 01:01:07,15.278 Gb/s,79.772 ms,
2022-11-15 01:01:08,16.825 Gb/s,79.874 ms,
2022-11-15 01:01:09,15.249 Gb/s,79.852 ms,
2022-11-15 01:01:10,15.753 Gb/s,79.698 ms,8
2022-11-15 01:01:11,15.967 Gb/s,79.855 ms,
2022-11-15 01:01:12,16.896 Gb/s,79.768 ms,
2022-11-15 01:01:13,16.520 Gb/s,79.562 ms,
2022-11-15 01:01:14,16.330 Gb/s,79.597 ms,
2022-11-15 01:01:15,14.008 Gb/s,79.517 ms,
2022-11-15 01:01:16,14.006 Gb/s,79.711 ms,
2022-11-15 01:01:17,18.264 Gb/s,79.505 ms,
2022-11-15 01:01:18,17.423 Gb/s,79.540 ms,
2022-11-15 01:01:19,14.376 Gb/s,79.445 ms,
2022-11-15 01:01:20,15.015 Gb/s,79.569 ms,8
2022-11-15 01:01:21,16.531 Gb/s,79.528 ms,
2022-11-15 01:01:22,17.912 Gb/s,79.535 ms,
2022-11-15 01:01:23,14.397 Gb/s,79.352 ms,
2022-11-15 01:01:24,14.594 Gb/s,79.544 ms,
2022-11-15 01:01:25,17.360 Gb/s,79.550 ms,
2022-11-15 01:01:26,17.473 Gb/s,79.580 ms,
