"Time","Goodput","Average Delay","# of consumers"
2022-11-15 01:01:27,14.538 Gb/s,79.435 ms,
2022-11-15 01:01:28,14.462 Gb/s,79.378 ms,
2022-11-15 01:01:29,14.405 Gb/s,79.573 ms,
2022-11-15 01:01:30,15.313 Gb/s,79.566 ms,8
2022-11-15 01:01:31,18.850 Gb/s,79.520 ms,
2022-11-15 01:01:32,14.770 Gb/s,79.321 ms,
2022-11-15 01:01:33,15.226 Gb/s,79.506 ms,
2022-11-15 01:01:34,15.590 Gb/s,79.512 ms,
2022-11-15 01:01:35,16.182 Gb/s,79.586 ms,
2022-11-15 01:01:36,17.354 Gb/s,79.347 ms,
2022-11-15 01:01:37,15.618 Gb/s,79.481 ms,
2022-11-15 01:01:38,13.480 Gb/s,79.555 ms,
2022-11-15 01:01:39,18.321 Gb/s,79.570 ms,
2022-11-15 01:01:40,16.048 Gb/s,79.388 ms,8
2022-11-15 01:01:41,16.154 Gb/s,79.470 ms,
2022-11-15 01:01:42,12.646 Gb/s,79.464 ms,
2022-11-15 01:01:43,16.168 Gb/s,79.366 ms,
2022-11-15 01:01:44,17.087 Gb/s,79.416 ms,
2022-11-15 01:01:45,17.448 Gb/s,79.313 ms,
2022-11-15 01:01:46,13.186 Gb/s,79.428 ms,
2022-11-15 01:01:47,15.276 Gb/s,79.407 ms,
2022-11-15 01:01:48,15.876 Gb/s,79.483 ms,
2022-11-15 01:01:49,14.852 Gb/s,79.252 ms,
2022-11-15 01:01:50,16.694 Gb/s,79.426 ms,8
2022-11-15 01:01:51,15.883 Gb/s,79.297 ms,
2022-11-15 01:01:52,16.048 Gb/s,79.403 ms,
2022-11-15 01:01:53,15.993 Gb/s,79.359 ms,
2022-11-15 01:01:54,16.112 Gb/s,79.316 ms,
2022-11-15 01:01:55,16.573 Gb/s,79.374 ms,
2022-11-15 01:01:56,15.668 Gb/s,79.192 ms,
2022-11-15 01:01:57,16.307 Gb/s,79.236 ms,
2022-11-15 01:01:58,14.569 Gb/s,79.294 ms,
2022-11-15 01:01:59,15.180 Gb/s,79.171 ms,
2022-11-15 01:02:00,13.831 Gb/s,79.133 ms,8
2022-11-15 01:02:01,14.824 Gb/s,79.180 ms,
2022-11-15 01:02:02,18.723 Gb/s,79.306 ms,
2022-11-15 01:02:03,16.504 Gb/s,79.305 ms,
2022-11-15 01:02:04,15.207 Gb/s,79.111 ms,
2022-11-15 01:02:05,16.280 Gb/s,79.136 ms,
2022-11-15 01:02:06,16.234 Gb/s,79.493 ms,
2022-11-15 01:02:07,16.059 Gb/s,79.174 ms,
2022-11-15 01:02:08,17.266 Gb/s,79.204 ms,
2022-11-15 01:02:09,15.320 Gb/s,79.171 ms,
2022-11-15 01:02:10,17.643 Gb/s,79.269 ms,8
2022-11-15 01:02:11,15.096 Gb/s,79.299 ms,
2022-11-15 01:02:12,14.434 Gb/s,79.152 ms,
2022-11-15 01:02:13,16.509 Gb/s,79.217 ms,
2022-11-15 01:02:14,15.887 Gb/s,79.305 ms,
2022-11-15 01:02:15,3.914 Gb/s,79.459 ms,
2022-11-15 01:02:20,,,8
2022-11-15 01:02:28,4.135 Gb/s,84.180 ms,
2022-11-15 01:02:29,12.350 Gb/s,79.581 ms,
2022-11-15 01:02:30,14.643 Gb/s,76.993 ms,8
2022-11-15 01:02:31,14.603 Gb/s,75.758 ms,
2022-11-15 01:02:32,16.581 Gb/s,75.566 ms,
2022-11-15 01:02:33,6.160 Gb/s,75.291 ms,
2022-11-15 01:02:34,10.112 Gb/s,75.596 ms,
2022-11-15 01:02:35,14.352 Gb/s,75.757 ms,
2022-11-15 01:02:36,15.149 Gb/s,75.426 ms,
2022-11-15 01:02:37,17.054 Gb/s,75.253 ms,
2022-11-15 01:02:38,10.198 Gb/s,75.117 ms,
2022-11-15 01:02:39,2.756 Gb/s,75.037 ms,
2022-11-15 01:02:40,8.821 Gb/s,75.131 ms,8
2022-11-15 01:02:41,13.220 Gb/s,75.371 ms,
2022-11-15 01:02:42,14.910 Gb/s,75.304 ms,
2022-11-15 01:02:43,13.076 Gb/s,75.270 ms,
2022-11-15 01:02:44,13.328 Gb/s,75.170 ms,
2022-11-15 01:02:45,7.767 Gb/s,75.044 ms,
2022-11-15 01:02:46,12.194 Gb/s,75.144 ms,
2022-11-15 01:02:47,16.565 Gb/s,75.128 ms,
2022-11-15 01:02:48,16.005 Gb/s,75.112 ms,
2022-11-15 01:02:49,14.287 Gb/s,75.000 ms,
2022-11-15 01:02:50,8.651 Gb/s,75.000 ms,8
2022-11-15 01:02:51,12.405 Gb/s,75.103 ms,
2022-11-15 01:02:52,15.852 Gb/s,75.028 ms,
2022-11-15 01:02:53,10.108 Gb/s,75.097 ms,
2022-11-15 01:04:30,,,1
2022-11-15 01:04:38,2.736 Gb/s,79.500 ms,
2022-11-15 01:04:39,546.176 Mb/s,80.000 ms,
2022-11-15 01:04:50,,,7
2022-11-15 01:04:57,3.950 Gb/s,83.116 ms,
2022-11-15 01:04:58,10.687 Gb/s,76.887 ms,
2022-11-15 01:04:59,11.782 Gb/s,75.721 ms,
2022-11-15 01:05:00,12.379 Gb/s,75.190 ms,7
2022-11-15 01:05:01,11.270 Gb/s,74.720 ms,
2022-11-15 01:05:02,9.104 Gb/s,74.987 ms,
2022-11-15 01:05:03,8.427 Gb/s,75.004 ms,
2022-11-15 01:05:04,12.914 Gb/s,75.038 ms,
2022-11-15 01:05:05,12.187 Gb/s,74.841 ms,
2022-11-15 01:05:06,12.199 Gb/s,74.912 ms,
2022-11-15 01:05:07,10.323 Gb/s,74.888 ms,
2022-11-15 01:05:08,6.222 Gb/s,75.125 ms,
2022-11-15 01:05:09,7.977 Gb/s,74.891 ms,
2022-11-15 01:05:10,9.745 Gb/s,74.622 ms,7
2022-11-15 01:05:11,12.384 Gb/s,74.772 ms,
2022-11-15 01:05:12,12.489 Gb/s,74.817 ms,
2022-11-15 01:05:13,10.685 Gb/s,74.973 ms,
2022-11-15 01:05:14,7.316 Gb/s,74.933 ms,
2022-11-15 01:05:15,11.215 Gb/s,74.830 ms,
2022-11-15 01:05:16,11.870 Gb/s,74.714 ms,
2022-11-15 01:05:17,11.099 Gb/s,74.742 ms,
2022-11-15 01:05:18,11.791 Gb/s,74.927 ms,
2022-11-15 01:05:19,8.163 Gb/s,75.134 ms,
2022-11-15 01:05:20,9.225 Gb/s,74.924 ms,7
2022-11-15 01:05:21,10.604 Gb/s,74.744 ms,
2022-11-15 01:05:22,12.779 Gb/s,74.718 ms,
2022-11-15 01:05:23,13.215 Gb/s,74.823 ms,
2022-11-15 01:05:24,8.983 Gb/s,75.099 ms,
2022-11-15 01:05:25,6.301 Gb/s,74.847 ms,
2022-11-15 01:10:30,,,13
2022-11-15 01:10:32,12.907 Gb/s,93.848 ms,
2022-11-15 01:10:33,17.311 Gb/s,89.237 ms,
2022-11-15 01:10:34,23.744 Gb/s,84.934 ms,
2022-11-15 01:10:35,29.147 Gb/s,83.490 ms,
2022-11-15 01:10:36,22.509 Gb/s,82.671 ms,
2022-11-15 01:10:37,10.686 Gb/s,82.110 ms,
2022-11-15 01:10:38,20.453 Gb/s,82.602 ms,
2022-11-15 01:10:39,27.195 Gb/s,82.429 ms,
2022-11-15 01:10:40,23.178 Gb/s,82.028 ms,13
2022-11-15 01:10:41,24.071 Gb/s,81.747 ms,
2022-11-15 01:10:42,13.884 Gb/s,81.327 ms,
2022-11-15 01:10:43,15.690 Gb/s,81.447 ms,
2022-11-15 01:10:44,23.981 Gb/s,81.282 ms,
2022-11-15 01:10:45,27.134 Gb/s,81.060 ms,
2022-11-15 01:10:46,23.720 Gb/s,80.805 ms,
2022-11-15 01:10:47,17.147 Gb/s,80.455 ms,
2022-11-15 01:10:48,12.852 Gb/s,81.017 ms,
2022-11-15 01:10:49,20.243 Gb/s,80.852 ms,
2022-11-15 01:10:50,22.511 Gb/s,81.002 ms,13
2022-11-15 01:10:51,23.896 Gb/s,80.999 ms,
2022-11-15 01:10:52,20.095 Gb/s,80.627 ms,
2022-11-15 01:10:53,17.105 Gb/s,80.833 ms,
2022-11-15 01:10:54,12.970 Gb/s,81.261 ms,
2022-11-15 01:10:55,20.057 Gb/s,80.919 ms,
2022-11-15 01:10:56,23.245 Gb/s,80.811 ms,
2022-11-15 01:10:57,25.076 Gb/s,80.628 ms,
2022-11-15 01:10:58,19.326 Gb/s,80.196 ms,
2022-11-15 01:10:59,17.461 Gb/s,80.697 ms,
2022-11-15 01:11:00,15.570 Gb/s,80.640 ms,13
2022-11-15 01:11:01,20.882 Gb/s,80.586 ms,
2022-11-15 01:11:02,21.737 Gb/s,80.300 ms,
2022-11-15 01:11:03,22.301 Gb/s,80.101 ms,
2022-11-15 01:11:04,17.822 Gb/s,80.167 ms,
2022-11-15 01:11:05,19.917 Gb/s,80.398 ms,
2022-11-15 01:11:06,20.286 Gb/s,80.440 ms,
2022-11-15 01:11:07,22.832 Gb/s,80.357 ms,
2022-11-15 01:11:08,22.511 Gb/s,80.480 ms,
2022-11-15 01:11:09,20.296 Gb/s,80.705 ms,
2022-11-15 01:11:10,17.329 Gb/s,80.806 ms,13
2022-11-15 01:11:11,14.775 Gb/s,80.619 ms,
2022-11-15 01:11:12,20.428 Gb/s,80.479 ms,
2022-11-15 01:11:13,19.781 Gb/s,80.354 ms,
2022-11-15 01:11:14,19.773 Gb/s,80.259 ms,
2022-11-15 01:11:15,20.912 Gb/s,80.594 ms,
2022-11-15 01:11:16,18.812 Gb/s,80.788 ms,
2022-11-15 01:11:17,17.834 Gb/s,80.550 ms,
2022-11-15 01:11:18,23.344 Gb/s,80.572 ms,
2022-11-15 01:11:19,22.895 Gb/s,80.120 ms,
2022-11-15 01:11:20,18.766 Gb/s,80.263 ms,12
2022-11-15 01:11:21,0.000 Gb/s,80.000 ms,
2022-11-15 01:15:30,,,18
2022-11-15 01:15:34,16.896 Mb/s,3.000 ms,
2022-11-15 01:15:35,5.328 Gb/s,25.054 ms,
2022-11-15 01:15:36,5.243 Gb/s,22.451 ms,
2022-11-15 01:15:37,7.225 Gb/s,18.993 ms,
2022-11-15 01:15:38,5.514 Gb/s,15.745 ms,
2022-11-15 01:15:39,5.979 Gb/s,14.008 ms,
2022-11-15 01:15:40,7.219 Gb/s,12.835 ms,18
2022-11-15 01:15:41,7.206 Gb/s,11.007 ms,
2022-11-15 01:15:42,6.470 Gb/s,12.218 ms,
2022-11-15 01:15:43,7.443 Gb/s,12.670 ms,
2022-11-15 01:15:44,6.262 Gb/s,11.457 ms,
2022-11-15 01:15:45,5.819 Gb/s,10.942 ms,
2022-11-15 01:15:46,6.057 Gb/s,11.670 ms,
2022-11-15 01:15:47,7.240 Gb/s,11.376 ms,
2022-11-15 01:15:48,4.813 Gb/s,11.737 ms,
2022-11-15 01:15:49,4.927 Gb/s,11.558 ms,
2022-11-15 01:15:50,6.460 Gb/s,11.992 ms,18
2022-11-15 01:15:51,7.252 Gb/s,11.930 ms,
2022-11-15 01:15:52,8.778 Gb/s,11.509 ms,
2022-11-15 01:15:53,8.829 Gb/s,10.817 ms,
2022-11-15 01:15:54,12.475 Gb/s,10.565 ms,
2022-11-15 01:15:55,16.641 Gb/s,9.914 ms,
2022-11-15 01:15:56,20.138 Gb/s,9.368 ms,
2022-11-15 01:15:57,25.257 Gb/s,9.370 ms,
2022-11-15 01:15:58,31.149 Gb/s,9.579 ms,
2022-11-15 01:15:59,36.202 Gb/s,9.766 ms,
2022-11-15 01:16:00,36.092 Gb/s,9.600 ms,18
2022-11-15 01:16:01,37.840 Gb/s,9.480 ms,
2022-11-15 01:16:02,47.341 Gb/s,9.389 ms,
2022-11-15 01:16:03,46.796 Gb/s,9.829 ms,
2022-11-15 01:16:04,46.055 Gb/s,9.901 ms,
2022-11-15 01:16:05,47.756 Gb/s,9.948 ms,
2022-11-15 01:16:06,50.396 Gb/s,10.172 ms,
2022-11-15 01:16:07,48.887 Gb/s,10.099 ms,
2022-11-15 01:16:08,49.660 Gb/s,10.367 ms,
2022-11-15 01:16:09,48.099 Gb/s,10.552 ms,
2022-11-15 01:16:10,44.072 Gb/s,10.649 ms,18
2022-11-15 01:16:11,45.034 Gb/s,10.577 ms,
2022-11-15 01:16:12,48.650 Gb/s,10.542 ms,
2022-11-15 01:16:13,43.031 Gb/s,10.780 ms,
2022-11-15 01:16:14,40.591 Gb/s,10.609 ms,
2022-11-15 01:16:15,38.650 Gb/s,10.188 ms,
2022-11-15 01:16:16,41.214 Gb/s,10.204 ms,
2022-11-15 01:16:17,50.361 Gb/s,10.351 ms,
2022-11-15 01:16:18,43.302 Gb/s,10.491 ms,
2022-11-15 01:16:19,47.018 Gb/s,10.645 ms,
2022-11-15 01:16:20,48.442 Gb/s,10.498 ms,18
2022-11-15 01:16:21,45.350 Gb/s,10.575 ms,
2022-11-15 01:16:22,50.958 Gb/s,10.489 ms,
2022-11-15 01:16:23,44.634 Gb/s,10.686 ms,
2022-11-15 01:16:24,43.741 Gb/s,10.782 ms,
2022-11-15 01:16:25,45.030 Gb/s,10.599 ms,
2022-11-15 01:16:26,39.195 Gb/s,10.341 ms,
2022-11-15 01:16:27,47.931 Gb/s,10.436 ms,
2022-11-15 01:16:28,46.112 Gb/s,10.621 ms,
2022-11-15 01:16:29,46.702 Gb/s,10.717 ms,
2022-11-15 01:16:30,48.103 Gb/s,10.578 ms,18
2022-11-15 01:16:31,45.011 Gb/s,10.406 ms,
2022-11-15 01:16:32,50.983 Gb/s,10.446 ms,
2022-11-15 01:16:33,45.479 Gb/s,10.629 ms,
2022-11-15 01:16:34,48.551 Gb/s,10.648 ms,
2022-11-15 01:16:35,47.527 Gb/s,10.689 ms,
2022-11-15 01:16:36,43.526 Gb/s,10.669 ms,
2022-11-15 01:16:37,41.606 Gb/s,10.504 ms,
2022-11-15 01:16:38,41.525 Gb/s,10.741 ms,
2022-11-15 01:16:39,45.550 Gb/s,10.747 ms,
2022-11-15 01:16:40,48.909 Gb/s,10.525 ms,18
2022-11-15 01:16:41,45.292 Gb/s,10.617 ms,
2022-11-15 01:16:42,48.114 Gb/s,10.754 ms,
2022-11-15 01:16:43,47.769 Gb/s,10.758 ms,
2022-11-15 01:16:44,43.354 Gb/s,10.791 ms,
2022-11-15 01:16:45,49.949 Gb/s,10.762 ms,
2022-11-15 01:16:46,46.252 Gb/s,10.903 ms,
2022-11-15 01:16:47,40.520 Gb/s,10.633 ms,
2022-11-15 01:16:48,50.900 Gb/s,10.456 ms,
2022-11-15 01:16:49,47.931 Gb/s,10.813 ms,
2022-11-15 01:16:50,48.506 Gb/s,10.757 ms,18
2022-11-15 01:16:51,38.307 Gb/s,11.046 ms,
2022-11-15 01:16:52,41.682 Gb/s,10.970 ms,
2022-11-15 01:16:53,46.733 Gb/s,10.724 ms,
2022-11-15 01:16:54,45.755 Gb/s,10.748 ms,
2022-11-15 01:16:55,48.594 Gb/s,10.774 ms,
2022-11-15 01:16:56,43.984 Gb/s,11.011 ms,
2022-11-15 01:16:57,43.634 Gb/s,10.784 ms,
2022-11-15 01:16:58,40.395 Gb/s,10.833 ms,
2022-11-15 01:16:59,35.667 Gb/s,10.829 ms,
2022-11-15 01:17:00,44.078 Gb/s,10.807 ms,15
2022-11-15 01:17:01,44.262 Gb/s,10.785 ms,
2022-11-15 01:17:02,46.245 Gb/s,10.809 ms,
2022-11-15 01:17:03,42.533 Gb/s,11.047 ms,
2022-11-15 01:17:04,37.305 Gb/s,11.231 ms,
2022-11-15 01:17:05,22.940 Gb/s,11.398 ms,
2022-11-15 01:17:06,17.287 Gb/s,10.985 ms,
2022-11-15 01:17:07,7.250 Gb/s,10.197 ms,
2022-11-15 01:17:08,102.540 Mb/s,10.571 ms,
2022-11-15 01:21:30,24.041 Gb/s,78.113 ms,18
2022-11-15 01:21:31,49.253 Gb/s,79.577 ms,
2022-11-15 01:21:32,48.228 Gb/s,80.733 ms,
2022-11-15 01:21:33,38.097 Gb/s,83.234 ms,
2022-11-15 01:21:34,41.163 Gb/s,81.692 ms,
2022-11-15 01:21:35,45.379 Gb/s,83.370 ms,
2022-11-15 01:21:36,40.802 Gb/s,85.093 ms,
2022-11-15 01:21:37,41.236 Gb/s,84.457 ms,
2022-11-15 01:21:38,44.194 Gb/s,84.085 ms,
2022-11-15 01:21:39,43.752 Gb/s,84.945 ms,
2022-11-15 01:21:40,35.307 Gb/s,85.531 ms,18
2022-11-15 01:21:41,44.000 Gb/s,84.369 ms,
2022-11-15 01:21:42,45.356 Gb/s,84.413 ms,
2022-11-15 01:21:43,43.095 Gb/s,85.191 ms,
2022-11-15 01:21:44,41.117 Gb/s,84.185 ms,
2022-11-15 01:21:45,47.076 Gb/s,84.207 ms,
2022-11-15 01:21:46,45.059 Gb/s,84.855 ms,
2022-11-15 01:21:47,42.591 Gb/s,84.489 ms,
2022-11-15 01:21:48,40.888 Gb/s,84.476 ms,
2022-11-15 01:21:49,43.286 Gb/s,84.351 ms,
2022-11-15 01:21:50,46.441 Gb/s,84.514 ms,18
2022-11-15 01:21:51,38.123 Gb/s,85.054 ms,
2022-11-15 01:21:52,42.591 Gb/s,84.575 ms,
2022-11-15 01:21:53,43.588 Gb/s,84.831 ms,
2022-11-15 01:21:54,39.646 Gb/s,84.781 ms,
2022-11-15 01:21:55,43.711 Gb/s,84.527 ms,
2022-11-15 01:21:56,42.080 Gb/s,84.386 ms,
2022-11-15 01:21:57,42.513 Gb/s,84.515 ms,
2022-11-15 01:21:58,39.485 Gb/s,84.594 ms,
2022-11-15 01:21:59,42.948 Gb/s,84.345 ms,
2022-11-15 01:22:00,38.760 Gb/s,84.263 ms,17
2022-11-15 01:22:01,40.051 Gb/s,84.258 ms,
2022-11-15 01:22:02,40.274 Gb/s,84.418 ms,
2022-11-15 01:22:03,41.452 Gb/s,83.850 ms,
2022-11-15 01:22:04,37.294 Gb/s,84.072 ms,
2022-11-15 01:22:05,42.680 Gb/s,83.830 ms,
2022-11-15 01:22:06,42.493 Gb/s,84.125 ms,
2022-11-15 01:22:07,37.261 Gb/s,84.238 ms,
2022-11-15 01:22:08,38.448 Gb/s,83.901 ms,
2022-11-15 01:22:09,44.074 Gb/s,83.975 ms,
2022-11-15 01:22:10,38.590 Gb/s,83.870 ms,17
2022-11-15 01:22:11,39.268 Gb/s,83.807 ms,
2022-11-15 01:22:12,42.855 Gb/s,83.919 ms,
2022-11-15 01:22:13,44.548 Gb/s,83.873 ms,
2022-11-15 01:22:14,38.057 Gb/s,83.768 ms,
2022-11-15 01:22:15,41.094 Gb/s,83.727 ms,
2022-11-15 01:22:16,44.033 Gb/s,83.587 ms,
2022-11-15 01:22:17,37.845 Gb/s,83.823 ms,
2022-11-15 01:22:18,39.067 Gb/s,83.573 ms,
2022-11-15 01:22:19,42.851 Gb/s,83.386 ms,
2022-11-15 01:22:20,47.943 Gb/s,83.794 ms,17
2022-11-15 01:22:21,45.076 Gb/s,83.764 ms,
2022-11-15 01:22:22,49.434 Gb/s,83.695 ms,
2022-11-15 01:22:23,43.476 Gb/s,84.001 ms,
2022-11-15 01:22:24,43.652 Gb/s,83.713 ms,
2022-11-15 01:22:25,47.237 Gb/s,83.749 ms,
2022-11-15 01:22:26,45.283 Gb/s,84.030 ms,
2022-11-15 01:22:27,38.131 Gb/s,84.342 ms,
2022-11-15 01:22:28,47.641 Gb/s,84.172 ms,
2022-11-15 01:22:29,44.619 Gb/s,84.109 ms,
2022-11-15 01:22:30,47.314 Gb/s,84.337 ms,17
2022-11-15 01:22:31,43.779 Gb/s,84.242 ms,
2022-11-15 01:22:32,41.731 Gb/s,84.165 ms,
2022-11-15 01:22:33,48.621 Gb/s,84.372 ms,
2022-11-15 01:22:34,44.427 Gb/s,84.302 ms,
2022-11-15 01:22:35,48.124 Gb/s,84.486 ms,
2022-11-15 01:22:36,43.782 Gb/s,84.565 ms,
2022-11-15 01:22:37,48.595 Gb/s,84.461 ms,
2022-11-15 01:22:38,48.110 Gb/s,84.442 ms,
2022-11-15 01:22:39,48.665 Gb/s,84.677 ms,
2022-11-15 01:22:40,49.007 Gb/s,84.363 ms,17
2022-11-15 01:22:41,41.609 Gb/s,84.352 ms,
2022-11-15 01:22:42,39.200 Gb/s,84.546 ms,
2022-11-15 01:22:43,38.613 Gb/s,84.606 ms,
2022-11-15 01:22:44,45.014 Gb/s,84.248 ms,
2022-11-15 01:22:45,49.636 Gb/s,84.330 ms,
2022-11-15 01:22:46,44.002 Gb/s,84.734 ms,
2022-11-15 01:22:47,48.599 Gb/s,84.532 ms,
2022-11-15 01:22:48,46.236 Gb/s,84.663 ms,
2022-11-15 01:22:49,42.863 Gb/s,85.077 ms,
2022-11-15 01:22:50,48.031 Gb/s,84.636 ms,17
2022-11-15 01:22:51,45.977 Gb/s,84.725 ms,
2022-11-15 01:22:52,44.824 Gb/s,84.927 ms,
2022-11-15 01:22:53,41.302 Gb/s,84.641 ms,
2022-11-15 01:22:54,42.739 Gb/s,84.728 ms,
2022-11-15 01:22:55,44.213 Gb/s,85.017 ms,
2022-11-15 01:22:56,45.996 Gb/s,84.766 ms,
2022-11-15 01:22:57,43.062 Gb/s,84.845 ms,
2022-11-15 01:22:58,48.934 Gb/s,84.937 ms,
2022-11-15 01:22:59,48.177 Gb/s,84.939 ms,
2022-11-15 01:23:00,41.313 Gb/s,85.054 ms,17
2022-11-15 01:23:01,48.296 Gb/s,85.107 ms,
2022-11-15 01:23:02,49.932 Gb/s,85.125 ms,
2022-11-15 01:23:03,39.481 Gb/s,84.968 ms,
2022-11-15 01:23:04,46.524 Gb/s,84.967 ms,
2022-11-15 01:23:05,45.045 Gb/s,85.471 ms,
2022-11-15 01:23:06,43.860 Gb/s,85.151 ms,
2022-11-15 01:23:07,46.994 Gb/s,84.983 ms,
2022-11-15 01:23:08,49.881 Gb/s,85.213 ms,
2022-11-15 01:23:09,42.413 Gb/s,85.395 ms,
2022-11-15 01:23:10,43.544 Gb/s,85.007 ms,17
2022-11-15 01:23:11,49.532 Gb/s,85.082 ms,
2022-11-15 01:23:12,41.650 Gb/s,85.317 ms,
2022-11-15 01:23:13,42.971 Gb/s,85.236 ms,
2022-11-15 01:23:14,46.124 Gb/s,84.915 ms,
2022-11-15 01:23:15,42.525 Gb/s,85.466 ms,
2022-11-15 01:23:16,39.455 Gb/s,85.120 ms,
2022-11-15 01:23:17,45.766 Gb/s,85.102 ms,
2022-11-15 01:23:18,41.898 Gb/s,85.139 ms,
2022-11-15 01:23:19,47.844 Gb/s,85.121 ms,
2022-11-15 01:23:20,49.404 Gb/s,85.145 ms,17
2022-11-15 01:23:21,43.277 Gb/s,85.289 ms,
2022-11-15 01:23:22,46.943 Gb/s,85.223 ms,
2022-11-15 01:23:23,48.800 Gb/s,85.243 ms,
2022-11-15 01:23:24,42.044 Gb/s,85.323 ms,
2022-11-15 01:23:25,48.805 Gb/s,85.332 ms,
2022-11-15 01:23:26,49.996 Gb/s,85.231 ms,
2022-11-15 01:23:27,41.744 Gb/s,85.485 ms,
2022-11-15 01:23:28,47.576 Gb/s,85.357 ms,
2022-11-15 01:23:29,52.237 Gb/s,85.255 ms,
2022-11-15 01:23:30,7.762 Gb/s,85.200 ms,14
2022-11-15 02:32:10,,,1
2022-11-15 02:32:15,387.200 Mb/s,74.348 ms,
2022-11-15 02:32:16,3.470 Gb/s,88.249 ms,
2022-11-15 02:32:17,3.186 Gb/s,87.968 ms,
2022-11-15 02:32:18,1.547 Gb/s,88.022 ms,
2022-11-15 02:46:40,,,1
2022-11-15 02:46:45,134.218 Mb/s,69.000 ms,
2022-11-15 02:46:46,218.104 Mb/s,69.000 ms,
2022-11-15 02:46:47,234.881 Mb/s,69.000 ms,
2022-11-15 02:46:48,234.881 Mb/s,69.000 ms,
2022-11-15 02:46:49,218.104 Mb/s,69.000 ms,
2022-11-15 02:46:50,234.881 Mb/s,69.000 ms,1
2022-11-15 02:46:51,218.104 Mb/s,69.000 ms,
2022-11-15 02:46:52,234.881 Mb/s,69.000 ms,
2022-11-15 02:46:53,218.104 Mb/s,69.000 ms,
2022-11-15 02:46:54,234.881 Mb/s,69.000 ms,
2022-11-15 02:46:55,218.104 Mb/s,69.000 ms,
2022-11-15 02:46:56,234.881 Mb/s,69.000 ms,
2022-11-15 02:46:57,218.104 Mb/s,69.000 ms,
2022-11-15 02:46:58,234.881 Mb/s,69.000 ms,
2022-11-15 02:46:59,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:00,218.104 Mb/s,69.000 ms,1
2022-11-15 02:47:01,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:02,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:03,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:04,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:05,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:06,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:07,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:08,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:09,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:10,234.881 Mb/s,69.000 ms,1
2022-11-15 02:47:11,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:12,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:13,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:14,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:15,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:16,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:17,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:18,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:19,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:20,218.104 Mb/s,69.000 ms,1
2022-11-15 02:47:21,234.881 Mb/s,69.000 ms,
2022-11-15 02:47:22,218.104 Mb/s,69.000 ms,
2022-11-15 02:47:23,67.109 Mb/s,69.000 ms,
2022-11-15 02:48:40,,,1
2022-11-15 02:48:42,16.777 Mb/s,69.000 ms,
2022-11-15 02:57:00,,,1
2022-11-15 02:57:02,2.370 Gb/s,88.343 ms,
2022-11-15 02:57:03,3.623 Gb/s,89.131 ms,
2022-11-15 02:57:04,2.457 Gb/s,88.090 ms,
2022-11-15 02:57:05,140.399 Mb/s,88.000 ms,
2022-11-15 02:59:50,,,1
2022-11-15 02:59:56,184.549 Mb/s,69.000 ms,
2022-11-15 02:59:57,234.881 Mb/s,69.000 ms,
2022-11-15 02:59:58,218.104 Mb/s,69.000 ms,
2022-11-15 02:59:59,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:00,218.104 Mb/s,69.000 ms,1
2022-11-15 03:00:01,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:02,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:03,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:04,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:05,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:06,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:07,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:08,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:09,167.772 Mb/s,69.000 ms,
2022-11-15 03:00:10,167.772 Mb/s,69.000 ms,1
2022-11-15 03:00:11,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:12,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:13,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:14,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:15,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:16,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:17,218.104 Mb/s,69.000 ms,
2022-11-15 03:00:18,234.881 Mb/s,69.000 ms,
2022-11-15 03:00:19,218.104 Mb/s,69.000 ms,
