name,time,mean_Bytes,mean_Data,mean_GoodPut,mean_Interest,mean_Lost,mean_Throughput,mean_Time
sc19_vip,2019-11-20T21:48:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:48:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:49:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:50:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:51:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:10Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:15Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:25Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:30Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:35Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:40Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:45Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:50Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:52:55Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:53:00Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:53:05Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:53:10Z,2682985263,366931,6647.649664652312,371062,4131,6705.702378709963,3.052559141
sc19_vip,2019-11-20T21:53:15Z,2682825658,366859,6641.258469774153,371062,4203,6698.856846454214,3.055496762
sc19_vip,2019-11-20T21:53:20Z,0,0,0,0,0,0,0
sc19_vip,2019-11-20T21:53:25Z,2683836149,366947,6648.9014831544255,371062,4115,6709.092186169639,3.051984422
sc19_vip,2019-11-20T21:53:30Z,0,0,0,0,0,0,0
